codigo_comuna,comuna_residencia,fecha,positividad
9115,pucon,2020-04-05,NA
13124,pudahuel,2020-04-05,0.11031439602868175
13201,puente alto,2020-04-05,0.1363650515520656
10101,puerto montt,2020-04-05,0.12334568369051127
10302,puerto octay,2020-04-05,NA
10109,puerto varas,2020-04-05,0.10374149659863945
12101,punta arenas,2020-04-05,0.4312413725018767
9208,puren,2020-04-05,NA
10303,purranque,2020-04-05,NA
5705,putaendo,2020-04-05,NA
13125,quilicura,2020-04-05,0.1146998946998947
16107,quillon,2020-04-05,0.3843537414965986
5501,quillota,2020-04-05,0.10515873015873016
5801,quilpue,2020-04-05,0.08003663003663004
6114,quinta de tilcoco,2020-04-05,NA
13126,quinta normal,2020-04-05,0.11490050565680818
5107,quintero,2020-04-05,0.02040816326530612
16201,quirihue,2020-04-05,NA
6101,rancagua,2020-04-05,0.06971124113981257
16206,ranquil,2020-04-05,NA
7305,rauco,2020-04-05,NA
13127,recoleta,2020-04-05,0.16298741580999646
13128,renca,2020-04-05,0.06673339192136184
6115,rengo,2020-04-05,0.14285714285714285
6116,requinoa,2020-04-05,NA
5303,rinconada,2020-04-05,NA
14204,rio bueno,2020-04-05,NA
7108,rio claro,2020-04-05,NA
4305,rio hurtado,2020-04-05,NA
10305,rio negro,2020-04-05,NA
7306,romeral,2020-04-05,NA
9116,saavedra,2020-04-05,NA
4204,salamanca,2020-04-05,NA
5601,san antonio,2020-04-05,0.11954571302205093
13401,san bernardo,2020-04-05,0.08448266483258135
16301,san carlos,2020-04-05,0.1284670008354219
16304,san fabian,2020-04-05,NA
5701,san felipe,2020-04-05,0.02380952380952381
6301,san fernando,2020-04-05,0
16108,san ignacio,2020-04-05,NA
7406,san javier,2020-04-05,0.13419913419913418
13129,san joaquin,2020-04-05,0.09999999999999999
13203,san jose de maipo,2020-04-05,0
10306,san juan de la costa,2020-04-05,NA
13130,san miguel,2020-04-05,0.13888366914145647
16305,san nicolas,2020-04-05,NA
10307,san pablo,2020-04-05,NA
13505,san pedro,2020-04-05,NA
2203,san pedro de atacama,2020-04-05,NA
8108,san pedro de la paz,2020-04-05,0.1504647313470843
7110,san rafael,2020-04-05,NA
13131,san ramon,2020-04-05,0.10520999468367889
6117,san vicente,2020-04-05,NA
8311,santa barbara,2020-04-05,NA
6310,santa cruz,2020-04-05,NA
5706,santa maria,2020-04-05,NA
13101,santiago,2020-04-05,0.12786314571450644
5606,santo domingo,2020-04-05,NA
13601,talagante,2020-04-05,NA
7101,talca,2020-04-05,0.035067398225292964
8110,talcahuano,2020-04-05,0.10141177342856109
2104,taltal,2020-04-05,NA
9101,temuco,2020-04-05,0.3526934706647982
9117,teodoro schmidt,2020-04-05,NA
13303,tiltil,2020-04-05,NA
8207,tirua,2020-04-05,NA
2301,tocopilla,2020-04-05,NA
9118,tolten,2020-04-05,NA
8111,tome,2020-04-05,0.15015567765567767
8312,tucapel,2020-04-05,NA
14101,valdivia,2020-04-05,0.3520341812532024
5101,valparaiso,2020-04-05,0.05869379276637341
9211,victoria,2020-04-05,0.07993197278911565
9119,vilcun,2020-04-05,0.4523809523809524
5804,villa alemana,2020-04-05,0.05
9120,villarrica,2020-04-05,0.12857142857142856
5109,vina del mar,2020-04-05,0.08718226266748735
13132,vitacura,2020-04-05,0.061333787469402996
8313,yumbel,2020-04-05,NA
16109,yungay,2020-04-05,0.15651104527832638
5405,zapallar,2020-04-05,NA
11201,aisen,2020-04-06,NA
5602,algarrobo,2020-04-06,NA
1107,alto hospicio,2020-04-06,NA
10202,ancud,2020-04-06,0.047619047619047616
9201,angol,2020-04-06,0.1788383295902093
2101,antofagasta,2020-04-06,0.046254401562866414
8202,arauco,2020-04-06,0.01098901098901099
15101,arica,2020-04-06,0.14895919226083812
13402,buin,2020-04-06,0.0695970695970696
16102,bulnes,2020-04-06,0.3599025974025974
12201,cabo de hornos,2020-04-06,NA
8303,cabrero,2020-04-06,NA
2201,calama,2020-04-06,0.04767402549660614
10102,calbuco,2020-04-06,0
5502,calera,2020-04-06,0.03339517625231912
13403,calera de tango,2020-04-06,0.07142857142857142
5302,calle larga,2020-04-06,NA
9102,carahue,2020-04-06,NA
5603,cartagena,2020-04-06,NA
5102,casablanca,2020-04-06,0.06802721088435373
10201,castro,2020-04-06,NA
7201,cauquenes,2020-04-06,NA
13102,cerrillos,2020-04-06,0.11039618276460382
13103,cerro navia,2020-04-06,0.08483709273182959
10401,chaiten,2020-04-06,NA
8103,chiguayante,2020-04-06,0.10628836900613903
11401,chile chico,2020-04-06,NA
16101,chillan,2020-04-06,0.222239448936639
16103,chillan viejo,2020-04-06,0.43333333333333335
6303,chimbarongo,2020-04-06,NA
9121,cholchol,2020-04-06,NA
6102,codegua,2020-04-06,NA
16203,coelemu,2020-04-06,0.23809523809523808
16302,coihueco,2020-04-06,NA
7402,colbun,2020-04-06,NA
13301,colina,2020-04-06,0.12397877811411646
5103,con con,2020-04-06,NA
8101,concepcion,2020-04-06,0.10498075559165056
13104,conchali,2020-04-06,0.1469590317516585
7102,constitucion,2020-04-06,0.05714285714285715
3101,copiapo,2020-04-06,NA
4102,coquimbo,2020-04-06,0.014285714285714277
8102,coronel,2020-04-06,0.07664399092970521
11101,coyhaique,2020-04-06,0.01428571428571429
9103,cunco,2020-04-06,NA
9203,curacautin,2020-04-06,NA
13503,curacavi,2020-04-06,0.11383219954648525
9104,curarrehue,2020-04-06,NA
7301,curico,2020-04-06,0.025034013605442176
3202,diego de almagro,2020-04-06,NA
13105,el bosque,2020-04-06,0.1484903984903985
16104,el carmen,2020-04-06,NA
13602,el monte,2020-04-06,NA
5604,el quisco,2020-04-06,NA
5605,el tabo,2020-04-06,0
9204,ercilla,2020-04-06,NA
13106,estacion central,2020-04-06,0.07879568494064293
8104,florida,2020-04-06,NA
9105,freire,2020-04-06,NA
10105,frutillar,2020-04-06,NA
14202,futrono,2020-04-06,NA
9106,galvarino,2020-04-06,NA
9107,gorbea,2020-04-06,NA
6106,graneros,2020-04-06,NA
10403,hualaihue,2020-04-06,NA
8112,hualpen,2020-04-06,0.2941556809203868
8105,hualqui,2020-04-06,0.12012987012987013
13107,huechuraba,2020-04-06,0.14927107560589206
4201,illapel,2020-04-06,NA
13108,independencia,2020-04-06,0.06550444739299227
1101,iquique,2020-04-06,0.055770584095707246
13603,isla de maipo,2020-04-06,0.22619047619047622
5201,isla de pascua,2020-04-06,NA
13109,la cisterna,2020-04-06,0.12155165096341566
5504,la cruz,2020-04-06,NA
13110,la florida,2020-04-06,0.10723468556056284
13111,la granja,2020-04-06,0.17062439440258986
5401,la ligua,2020-04-06,NA
13112,la pintana,2020-04-06,0.13892403877366286
13113,la reina,2020-04-06,0.06753456753456755
4101,la serena,2020-04-06,0.045378151260504214
14201,la union,2020-04-06,NA
14203,lago ranco,2020-04-06,NA
8304,laja,2020-04-06,NA
13302,lampa,2020-04-06,0.10283029878618113
14103,lanco,2020-04-06,NA
13114,las condes,2020-04-06,0.07353348494213717
9108,lautaro,2020-04-06,0.28741496598639454
5802,limache,2020-04-06,0.12777777777777777
7401,linares,2020-04-06,0.10119047619047619
5703,llaillay,2020-04-06,0.03571428571428571
10107,llanquihue,2020-04-06,NA
13115,lo barnechea,2020-04-06,0.12451246488702936
13116,lo espejo,2020-04-06,0.09764172335600907
13117,lo prado,2020-04-06,NA
9109,loncoche,2020-04-06,0.05714285714285715
7403,longavi,2020-04-06,NA
5301,los andes,2020-04-06,0.03571428571428571
8301,los angeles,2020-04-06,0.04225113122171946
10106,los muermos,2020-04-06,NA
4203,los vilos,2020-04-06,NA
8106,lota,2020-04-06,NA
6108,machali,2020-04-06,0.06802721088435373
13118,macul,2020-04-06,0.0896970882154836
14105,mafil,2020-04-06,NA
13119,maipu,2020-04-06,0.10324086320723425
14106,mariquina,2020-04-06,NA
7105,maule,2020-04-06,0.03571428571428571
2102,mejillones,2020-04-06,NA
13501,melipilla,2020-04-06,0.18003663003663004
7304,molina,2020-04-06,NA
8305,mulchen,2020-04-06,0
8306,nacimiento,2020-04-06,NA
12401,natales,2020-04-06,0.028571428571428574
6205,navidad,2020-04-06,NA
8307,negrete,2020-04-06,NA
16204,ninhue,2020-04-06,NA
16303,niquen,2020-04-06,NA
9111,nueva imperial,2020-04-06,0.2704081632653061
13120,nunoa,2020-04-06,0.09624062987645525
6111,olivar,2020-04-06,NA
5803,olmue,2020-04-06,NA
10301,osorno,2020-04-06,0.30450690568564387
4301,ovalle,2020-04-06,0.03214285714285715
13604,padre hurtado,2020-04-06,0.08526592455163884
9112,padre las casas,2020-04-06,0.3905328798185941
14107,paillaco,2020-04-06,NA
13404,paine,2020-04-06,NA
7404,parral,2020-04-06,NA
13121,pedro aguirre cerda,2020-04-06,0.15285714285714286
7203,pelluhue,2020-04-06,NA
16105,pemuco,2020-04-06,NA
13605,penaflor,2020-04-06,0.20565149136577707
13122,penalolen,2020-04-06,0.06998356517807319
8107,penco,2020-04-06,0.06633986928104575
9113,perquenco,2020-04-06,NA
5404,petorca,2020-04-06,NA
6112,peumo,2020-04-06,NA
1405,pica,2020-04-06,NA
16106,pinto,2020-04-06,NA
13202,pirque,2020-04-06,0.05952380952380952
9114,pitrufquen,2020-04-06,0.21468253968253967
12301,porvenir,2020-04-06,NA
13123,providencia,2020-04-06,0.10629267131846822
5105,puchuncavi,2020-04-06,NA
9115,pucon,2020-04-06,NA
13124,pudahuel,2020-04-06,0.09322740021828167
13201,puente alto,2020-04-06,0.13960051049028524
10101,puerto montt,2020-04-06,0.09048854083336842
10302,puerto octay,2020-04-06,NA
10109,puerto varas,2020-04-06,0.10374149659863945
12101,punta arenas,2020-04-06,0.48841392967443387
9208,puren,2020-04-06,NA
10303,purranque,2020-04-06,0.15383762200532386
5705,putaendo,2020-04-06,NA
13125,quilicura,2020-04-06,0.12119340119340119
16107,quillon,2020-04-06,0.3299319727891156
5501,quillota,2020-04-06,0.07756132756132757
5801,quilpue,2020-04-06,0.07408424908424907
6114,quinta de tilcoco,2020-04-06,NA
13126,quinta normal,2020-04-06,0.1292545726424541
5107,quintero,2020-04-06,0.02040816326530612
16201,quirihue,2020-04-06,NA
6101,rancagua,2020-04-06,0.06971124113981257
16206,ranquil,2020-04-06,NA
7305,rauco,2020-04-06,NA
13127,recoleta,2020-04-06,0.15788537499366992
9209,renaico,2020-04-06,NA
13128,renca,2020-04-06,0.039522507567620345
6115,rengo,2020-04-06,0
6116,requinoa,2020-04-06,NA
5303,rinconada,2020-04-06,NA
14204,rio bueno,2020-04-06,NA
7108,rio claro,2020-04-06,NA
4305,rio hurtado,2020-04-06,NA
10305,rio negro,2020-04-06,NA
7306,romeral,2020-04-06,NA
9116,saavedra,2020-04-06,NA
4204,salamanca,2020-04-06,NA
5601,san antonio,2020-04-06,0.09335523683157473
13401,san bernardo,2020-04-06,0.09606451276162639
16301,san carlos,2020-04-06,0.1337580061264272
16304,san fabian,2020-04-06,NA
5701,san felipe,2020-04-06,0.02380952380952381
6301,san fernando,2020-04-06,0
16108,san ignacio,2020-04-06,NA
7406,san javier,2020-04-06,NA
13129,san joaquin,2020-04-06,0.08958333333333333
13203,san jose de maipo,2020-04-06,0
10306,san juan de la costa,2020-04-06,NA
13130,san miguel,2020-04-06,0.1337418721629248
16305,san nicolas,2020-04-06,NA
10307,san pablo,2020-04-06,NA
13505,san pedro,2020-04-06,NA
2203,san pedro de atacama,2020-04-06,NA
8108,san pedro de la paz,2020-04-06,0.1289862098685628
7110,san rafael,2020-04-06,NA
13131,san ramon,2020-04-06,0.1321941216678059
6117,san vicente,2020-04-06,NA
8311,santa barbara,2020-04-06,NA
6310,santa cruz,2020-04-06,NA
5706,santa maria,2020-04-06,NA
13101,santiago,2020-04-06,0.12843812563248724
5606,santo domingo,2020-04-06,NA
13601,talagante,2020-04-06,NA
7101,talca,2020-04-06,0.035067398225292964
8110,talcahuano,2020-04-06,0.09389297643607988
2104,taltal,2020-04-06,NA
9101,temuco,2020-04-06,0.3362648992362268
9117,teodoro schmidt,2020-04-06,NA
3103,tierra amarilla,2020-04-06,NA
13303,tiltil,2020-04-06,NA
8207,tirua,2020-04-06,NA
2301,tocopilla,2020-04-06,NA
9118,tolten,2020-04-06,NA
8111,tome,2020-04-06,0.18121157827679568
8312,tucapel,2020-04-06,NA
14101,valdivia,2020-04-06,0.43774846696748815
5101,valparaiso,2020-04-06,0.05880574977488214
9211,victoria,2020-04-06,0.07993197278911565
9119,vilcun,2020-04-06,0.47619047619047616
5804,villa alemana,2020-04-06,0.05
9120,villarrica,2020-04-06,0.2714285714285714
5109,vina del mar,2020-04-06,0.06111709976021919
13132,vitacura,2020-04-06,0.055745838003902516
8313,yumbel,2020-04-06,NA
16109,yungay,2020-04-06,0.1865862332482512
5405,zapallar,2020-04-06,NA
11201,aisen,2020-04-07,NA
5602,algarrobo,2020-04-07,NA
1107,alto hospicio,2020-04-07,NA
10202,ancud,2020-04-07,0.06547619047619048
9201,angol,2020-04-07,0.18685837971552258
2101,antofagasta,2020-04-07,0.048669160569917505
8202,arauco,2020-04-07,0.01098901098901099
15101,arica,2020-04-07,0.16293142692272794
13402,buin,2020-04-07,0.08320251177394034
16102,bulnes,2020-04-07,0.2974025974025974
12201,cabo de hornos,2020-04-07,NA
8303,cabrero,2020-04-07,0.08571428571428572
2201,calama,2020-04-07,0.04238302020560085
10102,calbuco,2020-04-07,0
5502,calera,2020-04-07,0.020408163265306135
13403,calera de tango,2020-04-07,0
5302,calle larga,2020-04-07,NA
9102,carahue,2020-04-07,NA
5603,cartagena,2020-04-07,NA
5102,casablanca,2020-04-07,0.06802721088435373
10201,castro,2020-04-07,NA
7201,cauquenes,2020-04-07,NA
13102,cerrillos,2020-04-07,0.11314343551185656
13103,cerro navia,2020-04-07,0.07641665138455897
10401,chaiten,2020-04-07,NA
8103,chiguayante,2020-04-07,0.06819313091090094
11401,chile chico,2020-04-07,NA
16101,chillan,2020-04-07,0.1971557470763987
16103,chillan viejo,2020-04-07,0.32222222222222224
6303,chimbarongo,2020-04-07,NA
9121,cholchol,2020-04-07,NA
6102,codegua,2020-04-07,NA
16203,coelemu,2020-04-07,0.19047619047619047
16302,coihueco,2020-04-07,NA
7402,colbun,2020-04-07,NA
13301,colina,2020-04-07,0.13533408946942782
5103,con con,2020-04-07,NA
8101,concepcion,2020-04-07,0.096409327020222
13104,conchali,2020-04-07,0.1354794399149238
7102,constitucion,2020-04-07,0
3101,copiapo,2020-04-07,NA
4102,coquimbo,2020-04-07,0.03214285714285713
8102,coronel,2020-04-07,0.06235827664399093
11101,coyhaique,2020-04-07,0.01428571428571429
9103,cunco,2020-04-07,NA
9203,curacautin,2020-04-07,NA
13503,curacavi,2020-04-07,0.09795918367346938
9104,curarrehue,2020-04-07,NA
7103,curepto,2020-04-07,NA
7301,curico,2020-04-07,0.029049457620886194
3202,diego de almagro,2020-04-07,NA
13105,el bosque,2020-04-07,0.16833166833166835
16104,el carmen,2020-04-07,NA
13602,el monte,2020-04-07,NA
5604,el quisco,2020-04-07,NA
5605,el tabo,2020-04-07,0
9204,ercilla,2020-04-07,NA
13106,estacion central,2020-04-07,0.10801646416142215
8104,florida,2020-04-07,NA
9105,freire,2020-04-07,NA
10105,frutillar,2020-04-07,NA
14202,futrono,2020-04-07,NA
9106,galvarino,2020-04-07,NA
9107,gorbea,2020-04-07,NA
6106,graneros,2020-04-07,NA
10403,hualaihue,2020-04-07,NA
8112,hualpen,2020-04-07,0.4033993783993784
8105,hualqui,2020-04-07,0.12012987012987013
13107,huechuraba,2020-04-07,0.13878323197010628
4201,illapel,2020-04-07,NA
13108,independencia,2020-04-07,0.07750924931376058
1101,iquique,2020-04-07,0.045566502463054194
13603,isla de maipo,2020-04-07,0.22619047619047622
5201,isla de pascua,2020-04-07,NA
13109,la cisterna,2020-04-07,0.11907793420398462
5504,la cruz,2020-04-07,NA
13110,la florida,2020-04-07,0.11924535063245241
13111,la granja,2020-04-07,0.15082625775662714
5401,la ligua,2020-04-07,NA
13112,la pintana,2020-04-07,0.16575699417804682
13113,la reina,2020-04-07,0.05715605715605717
4101,la serena,2020-04-07,0.054306722689075645
14201,la union,2020-04-07,NA
14203,lago ranco,2020-04-07,NA
8304,laja,2020-04-07,0.025974025974025976
13302,lampa,2020-04-07,0.07323585231193927
14103,lanco,2020-04-07,NA
13114,las condes,2020-04-07,0.07404717477621535
9108,lautaro,2020-04-07,0.27210884353741494
5802,limache,2020-04-07,0.12777777777777777
7401,linares,2020-04-07,0.10317460317460317
5703,llaillay,2020-04-07,0.03571428571428571
10107,llanquihue,2020-04-07,NA
13115,lo barnechea,2020-04-07,0.10522426180091686
13116,lo espejo,2020-04-07,0.10104308390022675
13117,lo prado,2020-04-07,NA
9109,loncoche,2020-04-07,0.05714285714285715
7403,longavi,2020-04-07,NA
5301,los andes,2020-04-07,0.05
8301,los angeles,2020-04-07,0.03332255979314803
10106,los muermos,2020-04-07,NA
4203,los vilos,2020-04-07,NA
8106,lota,2020-04-07,NA
6108,machali,2020-04-07,0.06802721088435373
13118,macul,2020-04-07,0.07491876309233088
14105,mafil,2020-04-07,NA
13119,maipu,2020-04-07,0.10904793407589526
14106,mariquina,2020-04-07,NA
7105,maule,2020-04-07,0.03571428571428571
2102,mejillones,2020-04-07,0.2619047619047619
13501,melipilla,2020-04-07,0.20146520146520147
7304,molina,2020-04-07,NA
8305,mulchen,2020-04-07,0
8306,nacimiento,2020-04-07,NA
12401,natales,2020-04-07,NA
6205,navidad,2020-04-07,NA
8307,negrete,2020-04-07,NA
16204,ninhue,2020-04-07,NA
16303,niquen,2020-04-07,NA
9111,nueva imperial,2020-04-07,0.2704081632653061
13120,nunoa,2020-04-07,0.11742145198546496
6111,olivar,2020-04-07,NA
5803,olmue,2020-04-07,NA
10301,osorno,2020-04-07,0.2624747736839071
4301,ovalle,2020-04-07,0.03214285714285715
13604,padre hurtado,2020-04-07,0.11587816944959801
9112,padre las casas,2020-04-07,0.3810090702947846
14107,paillaco,2020-04-07,NA
13404,paine,2020-04-07,NA
7404,parral,2020-04-07,NA
13121,pedro aguirre cerda,2020-04-07,0.1611904761904762
7203,pelluhue,2020-04-07,NA
16105,pemuco,2020-04-07,NA
13605,penaflor,2020-04-07,0.16483516483516486
13122,penalolen,2020-04-07,0.08921433440884242
8107,penco,2020-04-07,0.05793650793650794
9113,perquenco,2020-04-07,NA
5404,petorca,2020-04-07,NA
6112,peumo,2020-04-07,NA
1405,pica,2020-04-07,NA
16106,pinto,2020-04-07,0.34523809523809523
13202,pirque,2020-04-07,0.06462585034013606
9114,pitrufquen,2020-04-07,0.17896825396825397
12301,porvenir,2020-04-07,NA
13123,providencia,2020-04-07,0.10762956971419013
5105,puchuncavi,2020-04-07,NA
9115,pucon,2020-04-07,0.017857142857142856
13124,pudahuel,2020-04-07,0.10017486005327951
13201,puente alto,2020-04-07,0.15517516140328202
10101,puerto montt,2020-04-07,0.0831625335073611
10302,puerto octay,2020-04-07,NA
10109,puerto varas,2020-04-07,0.06802721088435373
12101,punta arenas,2020-04-07,0.4727470568647039
9208,puren,2020-04-07,NA
10303,purranque,2020-04-07,0.08807798481711525
5705,putaendo,2020-04-07,NA
13125,quilicura,2020-04-07,0.10621644266805558
16107,quillon,2020-04-07,0.3299319727891156
5501,quillota,2020-04-07,0.07467532467532467
5801,quilpue,2020-04-07,0.07061403508771928
6114,quinta de tilcoco,2020-04-07,NA
13126,quinta normal,2020-04-07,0.13743158081946227
5107,quintero,2020-04-07,0.02040816326530612
16201,quirihue,2020-04-07,NA
6101,rancagua,2020-04-07,0.05780647923505067
16206,ranquil,2020-04-07,NA
7305,rauco,2020-04-07,NA
13127,recoleta,2020-04-07,0.16486009164580592
9209,renaico,2020-04-07,NA
13128,renca,2020-04-07,0.029998698043810824
6115,rengo,2020-04-07,0
6116,requinoa,2020-04-07,NA
5303,rinconada,2020-04-07,NA
14204,rio bueno,2020-04-07,NA
7108,rio claro,2020-04-07,NA
4305,rio hurtado,2020-04-07,NA
10305,rio negro,2020-04-07,NA
7306,romeral,2020-04-07,NA
9116,saavedra,2020-04-07,NA
4204,salamanca,2020-04-07,NA
5601,san antonio,2020-04-07,0.08369137128535625
13401,san bernardo,2020-04-07,0.10103424258904123
16301,san carlos,2020-04-07,0.1337580061264272
16304,san fabian,2020-04-07,NA
5701,san felipe,2020-04-07,0.02380952380952381
6301,san fernando,2020-04-07,0
16108,san ignacio,2020-04-07,NA
7406,san javier,2020-04-07,NA
13129,san joaquin,2020-04-07,0.11636904761904762
13203,san jose de maipo,2020-04-07,0.03571428571428571
10306,san juan de la costa,2020-04-07,NA
13130,san miguel,2020-04-07,0.12470961409840865
16305,san nicolas,2020-04-07,NA
10307,san pablo,2020-04-07,NA
13505,san pedro,2020-04-07,NA
2203,san pedro de atacama,2020-04-07,NA
8108,san pedro de la paz,2020-04-07,0.09089097177332471
7110,san rafael,2020-04-07,NA
13131,san ramon,2020-04-07,0.09323308270676692
6117,san vicente,2020-04-07,NA
8311,santa barbara,2020-04-07,NA
6310,santa cruz,2020-04-07,NA
5706,santa maria,2020-04-07,NA
13101,santiago,2020-04-07,0.1430388652571962
5606,santo domingo,2020-04-07,NA
13601,talagante,2020-04-07,NA
7101,talca,2020-04-07,0.02665592552810598
8110,talcahuano,2020-04-07,0.09637313516623862
2104,taltal,2020-04-07,NA
9101,temuco,2020-04-07,0.3256880840639678
7308,teno,2020-04-07,NA
9117,teodoro schmidt,2020-04-07,NA
3103,tierra amarilla,2020-04-07,NA
13303,tiltil,2020-04-07,NA
8207,tirua,2020-04-07,NA
2301,tocopilla,2020-04-07,NA
9118,tolten,2020-04-07,NA
8111,tome,2020-04-07,NA
8312,tucapel,2020-04-07,NA
14101,valdivia,2020-04-07,0.5034627526817739
5101,valparaiso,2020-04-07,0.053065953856514796
9211,victoria,2020-04-07,0.06802721088435373
9119,vilcun,2020-04-07,0.42857142857142855
5804,villa alemana,2020-04-07,0.014285714285714287
9120,villarrica,2020-04-07,0.29285714285714287
5109,vina del mar,2020-04-07,0.060788409181312904
13132,vitacura,2020-04-07,0.056632048567532435
8313,yumbel,2020-04-07,NA
16109,yungay,2020-04-07,0.17071321737523532
5405,zapallar,2020-04-07,NA
11201,aisen,2020-04-08,NA
5602,algarrobo,2020-04-08,NA
